0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,728,1465,1251
Total no. of Client Organizations,408,625,613
Total Amount Received (Amount in Rupees),77619793,113093177,104673145
Amount Received in Words,"Seven Crore Seventy Six Lakhs Nineteen Thousand Seven
Hundred Nine Three","Eleven Crore Thirty Lakhs Ninety Three Thousand One
Hundred Seventy Seven","Ten Crore Forty Six Lakhs Seventy Three Thousand One
Hundred Forty Five"
