0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"238733676 (Twenty Three Crores Eighty Seven Lakhs Thrity
Three Thousand Six Hundred and Seventy Six Only)","201222183 (Twenty Crore Twelve Lakhs Twenty Two
Thousand One Hundred And Eighty Three Only)","116057833 (Eleven Crore Sixty lakhs Fifty Seven Thousand
Eight Hundred and Thirty Three and Fifty paise Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","64320202 (Six Crore Forty Three Lakhs Twenty Thousand
Two Hundred And Two and Seventy Two Paise Only)","54117978 (Five Crores Forty one Lakhs Seventeen Thousand
None Hundred and Seventy Eight and Sixty Eight Paise Only)","28542621 (Two Crores Eighty Five Lakhs Forty Two Thousand
Six Hundred and twenty One and Eighty Four Paise Only)"
Seminars/Conferences/Workshops,"981339 (Nine Lakhs Eighty One Thousand Three Hundred and
Thirty Nine and two paise Only)","4160121 (Forty One Lakhs Sixty Thousand One Hundred and
Twenty One and Niety Three Paise Only)","2662520 (Twenty Six Lakhs Sixty Two Thousand Five Hundred
and Twenty and eighty Six Paise Only)"
