0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,81,61,44
Total no. of Client Organizations,60,46,35
Total Amount Received (Amount in Rupees),54836556,33003970,32148180
Amount Received in Words,"Five Crore Forty Eight Lakhs Thirty Six Thousand Five
Hundred Fifty Six","Three Crore Thirty Lakh Three Thousand Nine Hundred
Seventy","Three Crore Twenty One Lakh Forty Eight Thousand One
Hundred Eighty"
