0,1,2,3
Total Amount Received (Amount in Rupees),83506160,129698577,99859290
Amount Received in Words,Eight Crore Thirty Five Lakh Six Thousand One Hundred Sixty,"Twelve Crore Ninety Six Lakh Ninety Eight Thousand Five
Hundred Seventy Seven","Nine Crore Ninety Eight Lakh Fifty Nine Thousand Two
Hundred Ninety"
