0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,323,311,2016-17,0,2018-19,311,257,"1293000(Twelve Lakh
Ninety Three
Thousand)",12
2016-17,231,222,2017-18,0,2019-20,211,184,1900000(NineteenLakh),10
2017-18,231,226,2018-19,0,2020-21,221,187,2000000(Twenty Lakh),2
