0,1,2,3,4,5,6,7
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students graduating in minimum
stipulated time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2014-15,155,114,2018-19,79,69,"1500000(Fifteen Lakhs
Only)",10
2015-16,90,84,2019-20,83,79,"1957000(NineteenLakhs
Fifty Seven
Thousand Only)",4
2016-17,90,91,2020-21,88,81,"2055000(TwentyLakhs
Fifty Five
Thousand Only)",7
