0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"2591850680 (Two Hundred Fifty Nine Crore Eighteen Lakhs
Fifty Thousand Six Hundred Eighty Only)","2865440991 (Two Hundred Eighty Six Crore Fifty Four Lakhs
Forty Thousand Nine Hundred Ninety One Only)","2109668000 (Two Hundred Ten Crore Ninety Six Lakhs Sixty
Eight Thousand Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","862279842 (Eighty Six Crore Twenty Two Lakh Seventy Nine
Thousand Eight Hundred Forty Two Only)","724875104 (Seventy Two Crore Forty Eight Lakh Seventy Five
Thousand One Hundred Four Only)","598104000 (Fifty Nine Crore Eighty One Lakhs Four Thousand
Only)"
Seminars/Conferences/Workshops,"8311115 (Eighty Three Lakh Eleven Thousand One Hundred
Fifteen Only)","58962013 (Five Crore Eighty Nine Lakh Sixty Two Thousand
Thirteen Only)","52785086 (Five Crore Twenty Seven Lakhs Eighty Five
Thousand Eighty Six Only)"
