0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,39,30,41
Total no. of Client Organizations,39,24,37
Total Amount Received (Amount in Rupees),15656968,9055923,6194343
Amount Received in Words,"One Crore Fifty Six Lakh Fifty Six Thousand Nine Hundred
Sixty Eight",Ninety Lakh Fifty Five Thousand Nine Hundred Twenty Three,"Sixty One Lakh Ninety Four Thousand Three Hundred Forty
Three"
