0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,11,28,55
Total no. of Client Organizations,9,25,45
Total Amount Received (Amount in Rupees),9560935,13949500,17419118
Amount Received in Words,Ninety five lakhs sixty thousand nine hundred thirty five,One crore thirty nine lakhs forty one thousand five hundred,"One crore seventy four lakhs nineteen thousand one hundred
eighteen"
