0,1,2,3
Total Amount Received (Amount in Rupees),10242011,10372150,9841849
Amount Received in Words,One Crore Two Lakhs Forty Two Thousand Eleven,One crore three lakh seventy two thousand one hundred fifty,Ninety eighty lakhs forty one thousand eight hundred forty nine
