0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,1680,1631,2016-17,26,2018-19,1638,1395,"350000(RUPEESTHREE
LAKH FIFTY
THOUSAND ONLY)",194
2016-17,1980,1935,2017-18,77,2019-20,1971,1798,"360000(RUPEESTHREE
LAKH SIXTY
THOUSAND ONLY)",113
2017-18,1260,1043,2018-19,44,2020-21,1027,884,"400000(RUPEESFOUR
LAKH ONLY)",105
