0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","27503769 (Two Crore Seventy Five Lakh Three Thousand
Seven Hundred Sixty Nine)","38775711 (Three Crore Eighty Seven Lakhs Seventy Five
Thousand Seven Hundred eleven)","9156522 (Ninety one Lakhs Fifty six thousand five hundred
twenty two)"
New Equipment and software for Laboratories,"28808653 (Two Crore Eighty Eight Lakhs Eight Thousand Six
Hundred Fifty three)","74610702 (Seven crore forty six lakh ten thousand seven
hundred and two)","158810454 (Fifteen crore eighty eight lakh ten thousand four
hundred fifty four)"
Engineering Workshops,4615440 (Forty six lakhs fifteen thousand four hundred forty ),"6695514 (sixty six lakh ninety five thousand five hundred
fourteen)","12485790 (one crore twenty four lakh eighty five thousand
seven hundred ninety )"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","31791848 (Three crore seventeen lakh ninety one thousand
eight hundred forty eight)","68132918 (six crore eighty one lakh thirty two thousand nine
hundred eighteen)","68703367 (six crore eighty seven lakh three thousand three
hundred sixty seven)"
