0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,1410,2196,2670
Total no. of Client Organizations,95,847,679
Total Amount Received (Amount in Rupees),15280399,23788254,29355859
Amount Received in Words,"One Crore Fifty Two Lakhs Eighty Thousand Three Hundred
Ninety Nine Only","Two Crore Thirty Seven Lakh Eighty Eight Thousand Two
Hundred Fifty Four","Two Crore Ninety Three Lakhs Fifty Five Thousand Eight
Hundred Fifty Nine"
