0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Sponsored Projects,75,69,108
Total no. of Funding Agencies,22,21,22
Total Amount Received (Amount in Rupees),91023264,62700817,88279707
Amount Received in Words,"Nine Crore Ten Lakh Twenty Three Thousand Two Hundred
Sixty Four",Six Crore Twenty Seven Lakh Eight Hundred Seventeen,"Eight Crore Eighty Two Lakh Seventy Nine Thousand Seven
Hundred Seven"
