0,1,2,3
Total no. of Sponsored Projects,23,30,20
Total no. of Funding Agencies,10,9,9
Total Amount Received (Amount in Rupees),74562861,79305743,115642946
Amount Received in Words,"seven crore forty five lakh sixty two thousand eight hundred
sixty one","Seven Crore Ninety Three Lakh Five Thousand Seven
Hundred Forty Three only","Eleven crore fifty six lakh forty two thousand nine hundred forty
six"
