0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,216,195,191
Total no. of Client Organizations,135,105,102
Total Amount Received (Amount in Rupees),19570350,12965000,13527000
Amount Received in Words,"Rupees One Crore Ninety Five Lakhs Seventy Thousand
Three Hundred and Fifty Only","Rupees One Crore Twenty Nine Lakhs Sixty Five Thousand
Only","Rupees One Crore Thirty Five Lakhs Twenty Seven Thousand
Only"
