0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Sponsored Projects,55,153,150
Total no. of Funding Agencies,37,63,70
Total Amount Received (Amount in Rupees),196154626,119150621,55654954
Amount Received in Words,"NINETEEN CRORE SIXTY ONE LAKH FIFTY FOUR
THOUSAND SIX HUNDRED AND TWENTY SIX ONLY","ELEVEN CRORE NINETY ONE LAKH FIFTY THOUSAND SIX
HUNDRED AND TWENTY ONE ONLY","FIVE CRORE FIFTY SIX LAKH FIFTY FOUR THOUSAND
NINE HUNDRED AND FIFTY FOUR ONLY"
