0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,375,315,246
Total no. of Client Organizations,126,191,123
Total Amount Received (Amount in Rupees),241883900,310320800,270496000
Amount Received in Words,"Twenty Four Crore Eighteen Lakh Eighty Three Thousand Nine
Hundred",Thirty One Crore Three Lakh Twenty Thousand Eight Hundred,Twenty Seven Crore Four Lakh Ninety Six Thousand
