0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"677430641 (Sixty Seven Crore Seventy Four Lakh Thirty
Thousand Six Hundred Forty One Only)","590342562 (Fifty Nine Crore Three Lakh Forty Two Thousand
Five Hundred Sixty Two Only)","472514020 (Forty Seven Crore Twenty Five Lakh Fourteen
Thousand Fifty Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","521538500 (Fifty Two Crore Fifteen Lakh Thirty Eight
Thousand Five Hundred Only)","379145072 (Thirty Seven Crore Ninety One Lakh Forty Five
Thousand Seventy Two Only)","345570591 (Thirty Four Crore Fifty Five Lakh Seventy
Thousand Five Hundred Ninety One Only)"
Seminars/Conferences/Workshops,"59973752 (Five Crore Ninety Nine Lakh Seventy Three
Thousand Seven Hundred Fifty Two Only)","47751482 (Four Crore Seventy Seven Lakh Fifty One
Thousand Four Hundred Eighty Two Only)","18864930 (One Crore Eighty Eight Lakh Sixty Four Thousand
Nine Hundred Thirty Only)"
