0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,123,120,2016-17,0,2018-19,118,67,"545000(Five Lakhs
and Forty five
Thousand)",22
2016-17,163,150,2017-18,0,2019-20,145,102,"960000(Nine lakhs and
sixty thousand)",28
2017-18,163,154,2018-19,0,2020-21,141,109,"889000(Eight Lakhs
and Eighty nine
thousand)",14
