0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"176213712 (Seventeen crore sixty two lacs thirteen thousand
seven hundred and twelve only)","252775820 (Twenty five crore twenty seven lacs seventy five
thousand eight hundred twenty only)","249292602 (Twenty four crore ninety two lakhs ninety two
thousand six hundred and two only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","43989332 (FOUR CRORE THIRTY NINE LAKH EIGHTY NINE
THOUSAND THREE HUNDRED AND THIRTY TWO ONLY)","81347067 (EIGHT CRORE THIRTEEN LAKH FORTY SEVEN
THOUSAND AND SIXTY SEVEN ONLY)","82114171 (EIGHT CRORE TWENTY ONE LAKH FOURTEEN
THOUSAND ONE HUNDRED AND SEVENTY ONE ONLY)"
Seminars/Conferences/Workshops,"2737897 (TWENTY SEVEN LAKH THIRTY SEVEN
THOUSAND EIGHT HUNDRED AND NINETY SEVEN ONLY)","3141424 (THIRTY ONE LAKH FORTY ONE THOUSAND
FOUR HUNDRED AND TWENTY FOUR ONLY)","4100248 (FORTY ONE LAKH TWO HUNDRED AND FORTY
EIGHT ONLY)"
