0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,75,120,138
Total no. of Client Organizations,52,80,86
Total Amount Received (Amount in Rupees),4841055,19698164,11946980
Amount Received in Words,Forty Eight Lakh Forty One Thousand Fifty Five Only,"One Crore Ninety Six Lakh Ninety Eight Thousand One
Hundred and Sixty Four only","One Crore Nineteen Lakh Forty Six Thousand Nine hundred
and Eighty only"
