0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,185,188,181
Total no. of Client Organizations,185,188,181
Total Amount Received (Amount in Rupees),65660619,48979667,45157600
Amount Received in Words,"Six crore Fifty six lakhs sixty thousand six hundred and
nineteen only","Four crore eighty one lakhs ninety nine thousand seven
hundred and seventy six",Four crore fifty one lakhs fifty seven thousand six hundred
