0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"119987409 (Eleven Crore Ninety Nine Lakh Eighty Seven
Thousand Four Hundred and Nine Only)","113923951 (Eleven Crore Thirty Nine Lakh Twenty Three
Thousand Nine Hundred and Fifty One Only)","105743126 (Ten Crore Fifty Seven Lakh Forty Three Thousand
One Hundred and Twenty Six Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","81361074 (Eight Crore Thirteen Lakh Sixty One Thousand
Seventy Four Only)","92100340 (Nine Crore Twenty One Lakh Three Hundred and
Forty Only)","85883352 (Eight Crore Fifty Eight Lakh Eighty Three Thousand
Three Hundred and Fifty Two Only)"
Seminars/Conferences/Workshops,"511872 (Five Lakh Eleven Thousand Eight Hundred and
Seventy Two Only)","539405 (Five Lakh Thirty Nine Thousand Four Hundred and
Five Only)","1050571 (Ten Lakh Fifty Thousand Five Hundred and Seventy
One Only)"
