0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","1849114 (EIGHTEEN LAKH FORTY NINE THOUSAND ONE
HUNDRED AND FOURTEEN)","2277544 (TWENTY TWO LAKH SEVENTY SEVEN
THOUSAND FIVE HUNDRED AND FORTY FOUR )","2049440 (TWENTY LAKH FORTY NINE THOUSAND FOUR
HUNDRED AND FORTY)"
New Equipment and software for Laboratories,"8145864 (EIGHTY ONE LAKH FORTY FIVE THOUSAND
EIGHT HUNDRED AND SIXTY FOUR)","14116100 (ONE CRORE FORTY ONE LAKH SIXTEEN
THOUSAND ONE HUNDRED)","7904126 (SEVENTY NINE LAKH FOUR THOUSAND ONE
HUNDRED AND TWENTY SIX)"
Engineering Workshops,"328471 (THREE LAKH TWENTY EIGHT THOUSAND FOUR
HUNDRED AND SEVENTY ONE)",1000000 (TEN LAKHS),1000000 (TEN LAKHS)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","304572 (THREE LAKH FOUR THOUSAND FIVE HUNDRED
AND SEVENTY TWO)","2174465 (TWENTY ONE LAKHS SEVENTY FOUR
THOUSAND FOUR HUNDRED AND SIXTY FIVE)","4165828 (FORTY ONE LAKH SIXTY FIVE THOUSAND
EIGHT HUNDRED AND TWENTY EIGHT)"
