0,1,2,3,4,5,6,7
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students graduating in minimum
stipulated time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2017-18,115,17,2018-19,17,5,"312000(Three lakhs
and twelve thousand)",0
2018-19,88,33,2019-20,31,3,"312000(Three lakhs
and twelve thousand)",0
2019-20,88,24,2020-21,21,15,"320000(Three lakhs
twenty thousand)",1
