0,1,2,3
Total no. of Funding Agencies,33,40,28
Total Amount Received (Amount in Rupees),322565627,256034400,248601253
Amount Received in Words,"THIRTY TWO CRORE TWENTY FIVE LAKH SIXTY FIVE
THOUSAND SIX HUNDRED AND TWENTY SEVEN ONLY","Twenty Five Crore Sixty Lakh Thirty Four Thousand Four
Hundred","Twenty Four Crore Eighty Six Lakh One Thousand Two
Hundred and Fifty Three"
