0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,167,150,167
Total no. of Client Organizations,135,139,157
Total Amount Received (Amount in Rupees),89000000,107000000,73300000
Amount Received in Words,Eight crore ninety lakh,Ten crore seventy lakh,Seven crore thirty three lakh
