0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,927,875,2016-17,0,2018-19,875,584,"1100000(RpeesEleven
lakhs only)",34
2016-17,946,920,2017-18,0,2019-20,838,783,"1200000(RupeesTwelve
Lakhs only)",38
2017-18,956,949,2018-19,0,2020-21,864,632,"1300000(Rupeesthirteen
lakhs only)",120
