0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","1645442 (Sixteen Lacs Forty Five Thousand Four Hundred
Forty Two)","2071483 (Twenty Lacs Seventy One Thousand Four Hundred
Eighty Three )",1560209 (Fifteen Lacs Sixty Thousand Two Hundred Nine)
New Equipment and software for Laboratories,"20961666 (Two Crore Nine Lacs Sixty One Thousand Six
Hundred Sixty Six)","38589320 (Three Crore Eighty Five Lacs Eighty Nine thousand
Three Hundred Twenty)","24720529 (Two Crore Forty Seven Lacs Twenty Thousand
Five Hundred Twenty Nine)"
Engineering Workshops,0 (Zero),0 (Zero),0 (Zero)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","32660400 (Three Crore Twenty Six Lacs Sixty Thousand Four
hundred)","48990553 (Four Crore Eighty Nine Lacs Ninety Thousand Five
Hundred Fifty Three)","27216974 (Two Crore Seventy Two Lacs Sixteen Thousand
Nine Hundred Seventy Four)"
