0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","4436518 (Forty Four Lakh Thirty Six Thousand Five Hundred
Eighteen Only)","3746704 (Thirty Seven Lakh Forty Six Thousand Seven
Hundred Four Only)","2585215 (Twenty Five Lakh Eighty Five Thousand Two
Hundred Fifteen Only)"
New Equipment and software for Laboratories,"32585265 (Two Crore Ninety Five Lakh Eighty Five Thousand
Two Hundred Sixty Five Only)","25265457 (Two Crore Fifty Two Lakh Sixty Five Thousand
Four Hundred Fifty Seven Only)","26216776 (Two Crore Sixty Two Lakh Sixteen Thosuand
Seven Hundred Seventy Six Only)"
Engineering Workshops,"25963488 (Two Crore Fifty Nine Lakh Sixty Three Thousand
Four Hundred Eighty Eight Only)","23136234 (Two Crore Thirty One Lakh Thirty Six Thousand
Two Hundred Thirty Four Only)","11438300 (One Crore Fourteen Lakh Thirty Eight Thousand
Three Hundred Only)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","228614378 (Twenty Two Crore Eighty Six Lakh Fourteen
Thousand Three Hundred Seventy Eight Only)","178736389 (Seventeen Crore Eighty Seven Lakh Thirty Six
Thousand Three Hundred Eighty Nine Only)","159146701 (Fifteen Crore Ninety One Lakh Forty Six
Thousand Seven Hundred One Only)"
