0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"2049058001 (Two Hundred Four Crore Ninety Lakh Fifty Eight
Thousand and One)","1940631196 (One Hundred Ninety Four Crore Six Lakh Thirty
One Thousand One Hundred Ninety Six)","1665120383 (One Hundred Sixty Six Crore Fifty One Lakh
Twenty Thousand Three Hundred and Eighty Three)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","892952551 (Eighty Nine Crore Twenty Nine Lakh Fifty Two
Thousand Five Hundred Fifty One )","910330083 (Ninety One Crore Three Lakh Thirty Thousand
Eighty Three )","880710039 (Eighty Eight Crore Seven Lakh Ten Thousand
Thirty Nine )"
Seminars/Conferences/Workshops,"986730 (Nine Lakh Eighty Six Thousand Seven Hundred Thirty
)","1983972 (Nineteen Lakh Eighty Three Thousand Nine Hundred
Seventy Two )","3073949 (Thirty Lakh Seventy Three Thousand Nine Hundred
Forty Nine )"
