0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)",5320000 (Fifty Three Lakh Twenty Thousand ),11089000 (One Crore Ten Lakh Eighty Nine Thousand ),3988000 (Thirty Nine Lakh Eighty Eight Thousand)
New Equipment and software for Laboratories,19009000 (One Crore Ninety Lakh Nine Thousand ),"32749000 (Three Crore Twenty Seven Lakh Forty Nine
Thousand)",23616000 (Two Crore Thirty Six Lakh Sixteen Thousand)
Engineering Workshops,248000 (Two Lakh Forty Eight Thousand ),1233000 (Twelve Lakh Thirty Three Thousand),7272000 (Seventy Two Lakh Seventy Two Thousand )
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)",7763000 (Seventy Seven Lakh Sixty Three Thousand ),29830000 (Two Crore Ninety Eight Lakh Thirty Thousand),40066000 (Four Crore Sixty Six Thousand)
