0,1,2,3
Total no. of Funding Agencies,7,13,15
Total Amount Received (Amount in Rupees),22761640,50324461,48835275
Amount Received in Words,"Two Crore Twenty Seven Lakh Sixty One Thousand Six
Hundred Forty","Five Crore Three Lakh Twenty Four Thousand Four Hundred
Sixty One","Four Crore Eighty Eight Lakh Thirty Five Thousand Two
Hundred Seventy Five"
