0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"260305982 (Twenty Six Crore Three Lakh Five Thousand Nine
Hundred and Eighty Two)","276118480 (Twenty Seven Crore Sixty One Lakh Eighteen
Thousand Four Hundred and Eighty)","157909955 (Fifteen Crore Seventy Lakh Nine Thusand and
Fifty Five)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","17272970 (One Crore Seventy Two Lakhs Seventy Two
Thousand Nine Hundred and Seventy)","45236730 (Four Crore Fifty Two Lakh Thirty Six Thousand
Seven Hundred and Thirty)","37029553 (Three Crore Seventy Lakh Twenty Nine Thousand
Five HUndred and Fifty Three)"
Seminars/Conferences/Workshops,"312685 (Three Lakh Twelve Thousand Six Hundred and Eighty
Five)","7676047 (Seventy Six Lakh Sventy Six Thousand Fourty
Seven)","7262922 (Seventy Two Lakh Sixty Two Thousand Nine
Hundred and Twenty Two)"
