0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","223679 (Rupees Two Lacs Twenty Three Thousand Six
Hundred Seventy Nine Rs Only )","142810 (Rupees one lac fourty two thousand eight hundred
and ten only)","2874474 (Rupees Twenty eight lakhs seventy four thousand
four hundred and seventy four)"
New Equipment and software for Laboratories,"1391098 (Rupees Thirteen Lac Ninty One Thousand Ninety
Eight Only )","18899811 (Rupees one crore eighty eight lacs ninety nine
thousand eight hundred and eleven only)","22404812 (Rupees Two Crores Twenty Four Lacs Four
Thousand Eight Hundred and Twelve only)"
Engineering Workshops,0 (Zero),12050 (Rupees twelve thousand and fifty only),0 (Zero)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","39576 (Rupees Thirty nine Thousand Five Hundred Seventy
six Only )","16047858 (Rupees one crore sixty lacs fourty seven thousand
eight hundred and fifty eight only)","12356084 (Rupees One Crore Twenty Three Lac Fifty Six
Thousand and Eighty Four Only)"
