0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","4419432 (Forty Four Lakhs Nineteen Thousand Four Hundred
and Thirty Two Rupees Only)","3823355 (Thirty Eight Lakhs Twenty Three Thousand Three
Hundred and Fifty Five Rupees Only)","4354755 (Forty Three Lakhs Fifty Four Thousand Seven
Hundred and Fifty Five Rupees Only)"
New Equipment and software for Laboratories,"4704935 (Forty Seven Lakhs Four Thousand Nine Hundred
and Thirty Five Rupees Only)","26543790 (Two Crores Sixty Five Lakhs Forty Three Thousand
Seven Hundred and Ninety Rupees Only)","15735474 (One Crore Fifty Seven Lakhs Thirty Five Thousand
Four Hundred and Seventy Four Rupees Only)"
Engineering Workshops,"11445251 (One Crore Fourteen Lakhs Forty Five Thousand
Two Hundred and Fifty One Rupees Only)","4638184 (Forty Six Lakhs Thirty Eight Thousand One Hundred
and Eighty Four Rupees Only)","2276276 (Twenty Two Lakhs Seventy Six Thousand Two
Hundred and Seventy Six Rupees Only)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","13932501 (One Crore Thirty Nine Lakhs Thirty Two Thousand
Five Hundred and One Rupees Only)","7848324 (Seventy Eight Lakhs Forty Eight Thousand Three
Hundred Twenty Four Rupees Only)","9127400 (Ninety One Lakhs Twenty Seven Thousand Four
Hundred Rupees Only)"
