0,1,2,3
Total Amount Received (Amount in Rupees),44079025,110949141,58266312
Amount Received in Words,Four crore forty lakh seventy nine thousand twenty five,"Eleven crore nine lakhs forty nine thousand one hundred forty
one","Five crore eighty two lakh sixty six thousand three hundred
twelve"
