0,1,2,3
Total Amount Received (Amount in Rupees),270600,585600,292600
Amount Received in Words,Two Lakh Seventy Thousand Six Hundred Only,Five Lakh Eighty Five Thousand Six Hundred Only,Two Lakh Ninety Two Thousand Six Hundred Only
