0,1,2,3
Total Amount Received (Amount in Rupees),22855282,17290141,13047706
Amount Received in Words,"Two Crore Twenty Eight Lakh Fifty Five Thousand Two
Hundred Eighty Two Only","One crore Seventy two lakhs ninety thousand one hundred
forty one",One crore thirty lakh forty seven thousand seven hundred six
