0,1,2,3
Total no. of Sponsored Projects,32,8,5
Total no. of Funding Agencies,9,8,5
Total Amount Received (Amount in Rupees),18130000,10267488,20380055
Amount Received in Words,One Crore Eighty One Lakhs Thirty Thousand,"One Crore Two Lakhs Sixty Seven Thousand Four Hundred
Eighty Eight",Two Crore Three Lakhs Eighty Thousand Fifty Five
