0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,632,583,2016-17,0,2018-19,576,358,"623000(Six Lakh
Twenty Three
Thousand)",132
2016-17,422,382,2017-18,0,2019-20,378,254,"675000(Six Lakh
Seventy Five
Thousand )",79
2017-18,632,579,2018-19,0,2020-21,568,343,"625000(Six Lakh
Twenty Five
Thousand)",124
