0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,75,80,71
Total no. of Client Organizations,42,80,43
Total Amount Received (Amount in Rupees),15145258,10428484,9501618
Amount Received in Words,"One Crore Fifty One Lakh Forty Five Thousand Two Hundred
Fifty Eight","One Crore Four Lakh Twenty Eight Thousand Four Hundred
and Eighty Four",Ninety Five Lakh One Thousand Six Hundred Eighteen
