0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,210,167,2016-17,0,2018-19,150,104,"477500(Four Lakh
Seventy Seve
Thousand and Five
Hundred)",12
2016-17,210,131,2017-18,0,2019-20,116,58,"557500(Five Lakh Fifty
Seven Thousand and
Five Hundred)",15
2017-18,210,147,2018-19,0,2020-21,124,62,"650000(Six Lakh and
Fifty Thousand)",21
