0,1,2,3
Total Amount Received (Amount in Rupees),58486341,10005711,17489813
Amount Received in Words,"Five Crores eighty four lakhs eighty six thousand three hundred
and forty one only",one crore five thousand seven hundred eleven only,"one crore seventy four lakhs eighty nine thousand eight
hundred and thirteen only"
