0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,2,5,8
Total no. of Client Organizations,2,5,7
Total Amount Received (Amount in Rupees),7366089,3128000,5430000
Amount Received in Words,Seventy Three Lakhs Sixty Six Thousand Eighty Nine Only,Thirty One Lakhs Twenty Eight Thousand Only,Fifty Four Lakhs Thirty Thousand Only
