0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"364603091 (Thirty Six Crore Forty Six Lakh Three Thousand
Ninety One )","315291777 (Thirty One Crore Fifty Two Lakh Ninety One
Thousand Seven Hundred Seventy Seven)","271018929 (Twenty Seven Crore Ten Lakh Eighteen
Thousand Nine Hundred Twenty Nine)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","443772723 (FORTY FOUR CRORE THIRTY SEVEN LAKH
SEVENTY TWO THOUSAND SEVEN HUNDRED AND
TWENTY THREE ONLY)","508310619 (Fifty Crore Eighty Three Lakh Ten Thousand Six
Hundred Nineteen)","213787456 (Twenty One Crore Thirty Seven Lakh Eighty
Seven Thousand Four Hundred Fifty Six)"
Seminars/Conferences/Workshops,"6355026 (SIXTY THREE LAKH FIFTY FIVE THOUSAND AND
TWENTY SIX ONLY)","1981904 (Nineteen Lakh Eighty One Thousand Nine Hundred
Four)",0 (Zero)
