Clg_Name,Year,Branch,Category,Open_Rank,Close_Rank
nit-srinagar,2022,Computer Science and Engineering,EWS,11426,3366
nit-srinagar,2022,Computer Science and Engineering,OBC-NCL,33621,6861
nit-srinagar,2022,Computer Science and Engineering,SC,5781,2663
nit-srinagar,2022,Computer Science and Engineering,ST,1702,974
nit-srinagar,2022,Electronics and Communication Engineering,Open,46867,34383
nit-srinagar,2022,Electronics and Communication Engineering,EWS,25389,5403
nit-srinagar,2022,Electronics and Communication Engineering,OBC-NCL,180945,10274
nit-srinagar,2022,Electronics and Communication Engineering,SC,11911,4877
nit-srinagar,2022,Electronics and Communication Engineering,ST,4455,1851
nit-srinagar,2022,Mechanical Engineering,Open,79171,48387
nit-srinagar,2022,Mechanical Engineering,EWS,50611,7644
nit-srinagar,2022,Mechanical Engineering,OBC-NCL,218961,15187
nit-srinagar,2022,Mechanical Engineering,SC,21199,7024
nit-srinagar,2022,Mechanical Engineering,ST,5777,2726
nit-srinagar,2022,Information Technology,Open,40415,27989
nit-srinagar,2022,Information Technology,EWS,14809,4399
nit-srinagar,2022,Information Technology,OBC-NCL,75750,8420
nit-srinagar,2022,Information Technology,SC,7729,3468
nit-srinagar,2022,Information Technology,ST,3672,1198
nit-srinagar,2022,Electrical Engineering,Open,67795,42188
nit-srinagar,2022,Electrical Engineering,EWS,34317,6492
nit-srinagar,2022,Electrical Engineering,OBC-NCL,70896,13448
nit-srinagar,2022,Electrical Engineering,SC,19455,6710
nit-srinagar,2022,Electrical Engineering,ST,6044,2016
nit-srinagar,2022,Chemical Engineering,Open,88945,56532
nit-srinagar,2022,Chemical Engineering,EWS,82460,8552
nit-srinagar,2022,Chemical Engineering,OBC-NCL,248634,16468
nit-srinagar,2022,Chemical Engineering,SC,33648,8285
nit-srinagar,2022,Chemical Engineering,ST,7632,3003
nit-srinagar,2022,Metallurgical and Materials Engineering,Open,94263,58636
nit-srinagar,2022,Metallurgical and Materials Engineering,SC,39093,8474
nit-srinagar,2022,Metallurgical and Materials Engineering,ST,9432,3128
iiit-pune,2022,Computer Science and Engineering,OPEN,5336,15894
iiit-pune,2022,Computer Science and Engineering,EWS,2232,2579
iiit-pune,2022,Computer Science and Engineering,OBC NCL,4086,6001
iiit-pune,2022,Computer Science and Engineering,SC,2031,3704
iiit-pune,2022,Computer Science and Engineering,ST,693,1857
iiit-pune,2022,Electronics and Communication Engineering,OPEN,16450,21546
iiit-pune,2022,Electronics and Communication Engineering,EWS,3393,3466
iiit-pune,2022,Electronics and Communication Engineering,OBC NCL,6033,8244
iiit-pune,2022,Electronics and Communication Engineering,SC,4140,5367
iiit-pune,2022,Electronics and Communication Engineering,ST,2142,2913
iiit-nagpur,2022,Computer Science and Engineering,OPEN,13738,24793
iiit-nagpur,2022,Computer Science and Engineering,EWS,3493,4084
iiit-nagpur,2022,Computer Science and Engineering,OBC NCL,6656,9240
iiit-nagpur,2022,Computer Science and Engineering,SC,3762,6239
iiit-nagpur,2022,Computer Science and Engineering,ST,1940,3006
iiit-nagpur,2022,Electronics and Communication Engineering,OPEN,27932,35878
iiit-nagpur,2022,Electronics and Communication Engineering,EWS,5170,5727
iiit-nagpur,2022,Electronics and Communication Engineering,OBC NCL,9718,12771
iiit-nagpur,2022,Electronics and Communication Engineering,SC,6310,7953
iiit-nagpur,2022,Electronics and Communication Engineering,ST,3111,3939
