0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,48,49,49
Total no. of Client Organizations,46,37,40
Total Amount Received (Amount in Rupees),11980965,26089614,10823645
Amount Received in Words,"One Crore Nineteen Lakhs eighty Thousand nine hundred and
sixty five only","Two Crores sixty Lakhs eighty nine thousand six hundred and
fourteen only","One Crore eight lakhs twenty three thousand six hundred and
forty five only"
